apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Option 2,Option 2
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Option 3,Option 3
DocType: Email Alert Recipient,Optional: Alert will only be sent if value is a valid email id.,Facultatif: Alerte ne sera envoyé si la valeur est une id courriel valide.
DocType: Email Alert Recipient,Optional: Always send to these ids. Each email id on a new row,Facultatif: Toujours envoyer à ces identifiants. Chaque id courriel sur une nouvelle ligne
DocType: Email Alert,Optional: The alert will be sent if this expression is true,Facultatif: L'alerte sera envoyé si cette expression est vraie
DocType: DocField,Options,Options de
apps/frappe/frappe/core/doctype/doctype/doctype.py +309,Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',"De Dynamic Link 'le type de champ Options doit pointer vers un autre champ Lien avec des options comme ""Doctype"""
DocType: Custom Field,Options Help,Options Aide
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Options for select. Each option on a new line.,Options pour sélectionner. Chaque option sur une nouvelle ligne.
apps/frappe/frappe/core/doctype/doctype/doctype.py +287,Options must be a valid DocType for field {0} in row {1},Les options doivent être un DOCTYPE valide pour le champ {0} à la ligne {1}
apps/frappe/frappe/model/base_document.py +410,Options not set for link field {0},Options non définis pour le champ de lien {0}
apps/frappe/frappe/core/doctype/doctype/doctype.py +281,Options requried for Link or Table type field {0} in row {1},Options de requried pour Link ou d'un champ de type tableau {0} à la ligne {1}
apps/frappe/frappe/public/js/frappe/list/list_permission_footer.html +6,Or,
DocType: About Us Settings,Org History,Org Histoire
DocType: About Us Settings,Org History Heading,Org Histoire rubriques
DocType: Communication,Other,Autre
DocType: Email Account,Outlook.com,Outlook.com
DocType: Standard Reply,Owner,propriétaire
DocType: Print Settings,PDF Page Size,Format de page PDF
DocType: Print Settings,PDF Settings,Paramètres PDF
apps/frappe/frappe/utils/pdf.py +33,PDF generation failed because of broken image links,la génération de PDF échoué en raison de l&#39;image des liens brisés
DocType: Page,Page,Page
DocType: Page,Page HTML,Page HTML
DocType: Page,Page Name,Nom de la page
DocType: Page Role,Page Role,Rôle page
DocType: Web Page,Page content,Contenu de la page
apps/frappe/frappe/templates/pages/404.html +6,Page missing or moved,Page manquante ou déplacée
apps/frappe/frappe/public/js/frappe/views/container.js +55,Page not found,Page non trouvée
DocType: Web Page,"Page to show on the website
",
DocType: Web Page,Page url name (auto-generated),Nom page url ( généré automatiquement )
apps/frappe/frappe/templates/print_formats/standard.html +18,Page {0} of {1},
apps/frappe/frappe/config/core.py +22,Pages in Desk (place holders),Pages en bureau (lieu titulaires)
apps/frappe/frappe/public/js/frappe/ui/editor.html +24,Paragraph,Paragraphe
apps/frappe/frappe/public/js/frappe/model/model.js +31,Parent,Mère
DocType: Error Snapshot,Parent Error Snapshot,Instantané d&#39;erreur Parent
DocType: Top Bar Item,Parent Label,Étiquette Parent
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.py +15,Parent Table,Parent Table
DocType: Web Page,Parent Web Page,Parent page Web
DocType: Blog Category,Parent Website Route,URL mère site Web
DocType: Event,Participants,Les participants
DocType: DocField,Password,Mot de passe
apps/frappe/frappe/core/doctype/user/user.py +162,Password Reset,Password Reset
apps/frappe/frappe/core/doctype/user/user.py +165,Password Update,Mise à jour du mot de passe
apps/frappe/frappe/templates/emails/password_update.html +1,Password Update Notification,Mot de passe Mise à jour de notification
apps/frappe/frappe/templates/pages/update-password.html +65,Password Updated,Mot de passe mise à jour
apps/frappe/frappe/core/doctype/user/user.py +442,Password reset instructions have been sent to your email,Instructions de réinitialisation de mot de passe ont été envoyés à votre adresse email
apps/frappe/frappe/core/doctype/file/file_list.js +118,Paste,Coller
DocType: Patch Log,Patch,Correctif
DocType: Patch Log,Patch Log,Connexion Patch
DocType: DocField,Percent,Pour cent
DocType: DocField,Perm Level,Perm niveau
apps/frappe/frappe/public/js/legacy/form.js +742,Permanently Cancel {0}?,enregistrement suivant
apps/frappe/frappe/public/js/legacy/form.js +719,Permanently Submit {0}?,Confirmer l'envoie {0}?
apps/frappe/frappe/public/js/frappe/model/model.js +491,Permanently delete {0}?,Champ {0} n'est pas sélectionnable.
DocType: Custom Field,Permission Level,Niveau d&#39;autorisation
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +22,Permission Levels,Niveaux d&#39;autorisation
DocType: DocType,Permission Rules,Règles d&#39;autorisation
apps/frappe/frappe/permissions.py +332,Permission already set,Permission déjà défini
DocType: DocField,Permissions,Autorisations
DocType: DocType,Permissions Settings,Réglages autorisations
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +154,Permissions Updated,Autorisations mises à jour
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +10,Permissions are automatically translated to Standard Reports and Searches.,Les autorisations sont automatiquement convertis en rapports standards et Recherches .
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +5,"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","Les autorisations sont définies sur les rôles et les types de documents (appelés DocTypes ) en définissant des droits , telles que Lire , Écrire , Créer, Supprimer , Envoyer , Annuler , Modifier , Rapport , importation, exportation , impression , courriel et définir les autorisations de l'utilisateur ."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +26,Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,Autorisations à des niveaux supérieurs sont des permissions de niveau de terrain. Tous les champs ont un ensemble Niveau d'autorisation contre eux et les règles définies à ce autorisations se appliquent sur le terrain. Ceci est utile dans le cas où vous voulez cacher ou faire certain domaine en lecture seule pour certains rôles.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +24,"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.","Autorisations au niveau 0 sont les autorisations de niveau document, ce est à dire qu'ils sont primaires pour l'accès au document."
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +190,Permissions can be managed via Setup &gt; Role Permissions Manager,Les autorisations peuvent être gérés via Configuration & gt; Permission de Role Manager
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +6,Permissions get applied on Users based on what Roles they are assigned.,Autorisations se appliqués sur les utilisateurs en fonction de ce Rôles ils sont affectés.
,Permitted Documents For User,Documents autorisés pour l'utilisateur
DocType: Communication,Phone,Téléphone
DocType: Communication,Phone No.,N ° de téléphone
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +439,Pick Columns,Choisissez Colonnes
DocType: Contact Us Settings,Pincode,Code Postal
apps/frappe/frappe/website/doctype/website_theme/website_theme.py +35,Please Duplicate this Website Theme to customize.,S&#39;il vous plaît Dupliquer ce site Web thème pour personnaliser.
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +144,Please attach a file,S&#39;il vous plaît joindre un fichier
apps/frappe/frappe/public/js/frappe/form/control.js +1020,Please attach a file first.,S&#39;il vous plaît joindre un fichier en premier.
apps/frappe/frappe/public/js/frappe/upload.js +83,Please attach a file or set a URL,S&#39;il vous plaît joindre un fichier ou définir une URL
apps/frappe/frappe/templates/emails/password_reset.html +4,Please click on the following link to set your new password,S'il vous plaît cliquer sur le lien suivant pour définir votre nouveau mot de passe
apps/frappe/frappe/core/page/data_import_tool/importer.py +38,Please do not change the rows above {0},S'il vous plaît ne pas modifier les lignes ci-dessus {0}
apps/frappe/frappe/core/page/data_import_tool/exporter.py +61,Please do not change the template headings.,S'il vous plaît ne pas modifier les rubriques de modèle.
apps/frappe/frappe/print/doctype/print_format/print_format.js +14,Please duplicate this to make changes,S'il vous plaît dupliquer ce faire des changements
apps/frappe/frappe/public/js/legacy/print_format.js +37,Please enable pop-ups,S'il vous plaît autoriser les pop -ups
apps/frappe/frappe/utils/oauth.py +209,Please ensure that your profile has an email address,S&#39;il vous plaît vous assurer que votre profil a une adresse e-mail
apps/frappe/frappe/templates/includes/contact.js +11,"Please enter both your email and message so that we \
				can get back to you. Thanks!",
apps/frappe/frappe/templates/base.html +145,Please enter email address,Veuillez entrer une adresse e-mail
apps/frappe/frappe/integrations/doctype/dropbox_backup/dropbox_backup.py +217,Please install dropbox python module,S&#39;il vous plaît installer Dropbox module Python
apps/frappe/frappe/templates/generators/web_form.html +37,Please login to create a new {0},S'il vous plaît vous identifier pour créer un nouveau {0}
apps/frappe/frappe/core/page/data_import_tool/importer.py +70,Please make sure that there are no empty columns in the file.,S&#39;il vous plaît assurez-vous qu&#39;il n&#39;y a pas de colonnes vides dans le fichier.
apps/frappe/frappe/model/document.py +458,Please refresh to get the latest document.,S&#39;il vous plaît Refresh pour obtenir la dernière version du document.
apps/frappe/frappe/public/js/legacy/form.js +136,Please save before attaching.,S'il vous plaît enregistrer avant de fixer.
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +87,Please save the document before assignment,S'il vous plaît enregistrer le document avant l'affectation
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +136,Please save the document before removing assignment,S'il vous plaît enregistrer le document avant de retirer cession
apps/frappe/frappe/public/js/frappe/form/control.js +785,Please save the document before uploading.,S'il vous plaît enregistrer le document avant de le télécharger.
apps/frappe/frappe/print/doctype/print_format/print_format.js +31,Please select DocType first,S'il vous plaît sélectionnez DocType premier
apps/frappe/frappe/utils/file_manager.py +31,Please select a file or url,S&#39;il vous plaît sélectionner un fichier ou une URL
apps/frappe/frappe/model/rename_doc.py +328,Please select a valid csv file with data,Date de liquidation ne peut pas être avant le check date dans la ligne {0}
apps/frappe/frappe/model/db_query.py +465,Please select atleast 1 column from {0} to sort,S'il vous plaît sélectionner au moins une colonne de {0} pour trier
apps/frappe/frappe/integrations/doctype/dropbox_backup/dropbox_backup.py +220,Please set Dropbox access keys in your site config,S'il vous plaît définir les clés d'accès Dropbox sur votre site config
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +327,Please set filters,S'il vous plaît définir des filtres
apps/frappe/frappe/public/js/frappe/form/control.js +1315,Please set {0} first,Veuillez mettre {0} en premier
apps/frappe/frappe/email/smtp.py +55,Please setup default Email Account from Setup > Email > Email Account,S'il vous plaît configuration par défaut compte de courriel à partir de Configuration> Email> compte de messagerie
apps/frappe/frappe/integrations/doctype/dropbox_backup/dropbox_backup.js +12,Please specify,Veuillez spécifier
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +28,Please specify doctype,S'il vous plaît indiquer doctype
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +25,Please specify user,S'il vous plaît spécifier l'utilisateur
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +18,Please specify which date field must be checked,S'il vous plaît spécifier le champ Date doit être vérifiée
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +21,Please specify which value field must be checked,S'il vous plaît indiquer quel champ de valeur doit être vérifiée
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +105,Please upload using the same template as download.,S'il vous plaît télécharger en utilisant le même modèle que le téléchargement.
DocType: DocType,Plugin,plugin
DocType: Email Account,Port,port
apps/frappe/frappe/desk/page/applications/applications.js +49,Portal,Portail
apps/frappe/frappe/desk/page/messages/messages_main.html +12,Post,Poster
DocType: Blogger,Posts,Messages
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +96,Posts by {0},Les messages de {0}
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +92,Posts filed under {0},Messages déposées en vertu de {0}
DocType: DocField,Precision,Précision
apps/frappe/frappe/core/doctype/doctype/doctype.py +319,Precision should be between 1 and 6,La précision doit être comprise entre 1 et 6
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +245,Press Esc to close,Appuyez sur Echap pour fermer
DocType: File,Preview,Aperçu
DocType: File,Preview HTML,Aperçu HTML
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard_page.html +16,Previous,Précedent
DocType: Workflow State,Primary,Principal
DocType: DocPerm,Print,imprimer
DocType: Print Format,Print Format,Format d'impression
DocType: Print Format,Print Format Builder,Format d'impression Builder
DocType: Print Format,Print Format Help,Format d'impression Aide
DocType: Print Format,Print Format Type,Imprimer Type de format
apps/frappe/frappe/templates/pages/print.py +211,Print Format {0} is disabled,Format d'impression {0} est désactivé
DocType: DocField,Print Hide,Imprimer Cacher
DocType: DocField,Print Hide If No Value,Imprimer Masquer si aucune valeur
DocType: Print Settings,Print Settings,Paramètres d'impression
DocType: Print Settings,Print Style,Style d'impression
DocType: Print Settings,Print Style Preview,Style d'impression Aperçu
DocType: DocField,Print Width,Largeur d&#39;impression
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Imprimer Largeur du champ, si le champ est une colonne dans une table"
DocType: Print Settings,"Print with Letterhead, unless unchecked in a particular Document","Imprimer sur papier à en-tête, sauf si décoché dans un document particulier"
apps/frappe/frappe/config/setup.py +143,Printing,Impression
DocType: ToDo,Priority,Priorité
DocType: Event,Private,Privé
apps/frappe/frappe/config/desk.py +33,Private and public Notes.,Remarques privé et public.
apps/frappe/frappe/public/js/frappe/upload.js +112,Private or Public?,Public ou privé?
DocType: Email Account,ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,ProTip: Ajouter <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> envoyer référence du document
apps/frappe/frappe/public/js/frappe/form/toolbar.js +246,ProTip: You can also use Ctrl+S to Save,ProTip: Vous pouvez également utiliser Ctrl + S pour sauvegarder
DocType: Property Setter,Property,Propriété
DocType: Property Setter,Property Setter,Setter propriété
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,Propriété Setter remplace un DOCTYPE standard ou bien le terrain
DocType: Property Setter,Property Type,Type de propriété
DocType: Event,Public,Public
DocType: Blog Category,Published,Publié
DocType: Blog Post,Published On,Publié le
apps/frappe/frappe/desk/page/applications/application_row.html +24,Publisher,Éditeur
DocType: Currency,Purchase User,Achat utilisateur
DocType: Error Snapshot,Pyver,Pyver
DocType: Report,Query,Requête
DocType: Contact Us Settings,Query Options,Options de requête
DocType: Report,Query Report,Rapport de requêtes
apps/frappe/frappe/desk/query_report.py +80,Query must be a SELECT,Requête doit être un SELECT
DocType: Async Task,Queued,File d&#39;attente
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +3,Quick Help for Setting Permissions,Aide rapide pour Définition des autorisations
apps/frappe/frappe/desk/doctype/todo/todo.js +30,Re-open,Rouvrir
apps/frappe/frappe/email/doctype/email_account/email_account.py +345,Re: ,
apps/frappe/frappe/public/js/frappe/views/communication.js +124,Re: {0},Re: {0}
DocType: DocPerm,Read,Lire
DocType: DocField,Read Only,Lecture seule
DocType: Communication,Received,reçu
DocType: Bulk Email,Recipient,Destinataire
DocType: Communication,Recipient Unsubscribed,Récipiendaire Unsubscribed
DocType: Email Alert,Recipients,Destinataires
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +33,"Recommended bulk editing records via import, or understanding the import format.","Modification d'enregistrements en vrac Recommandé par l'importation, ou de comprendre le format d'importation."
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +24,Recommended for inserting new records.,Recommandé pour insertion de nouveaux enregistrements.
apps/frappe/frappe/model/document.py +444,Record does not exist,N'existe pas d'enregistrement
apps/frappe/frappe/sessions.py +112,Redis cache server not running. Please contact Administrator / Tech support,Serveur de cache Redis ne fonctionne pas. S'il vous plaît contacter l'administrateur / support technique
apps/frappe/frappe/public/js/frappe/ui/editor.html +61,Reduce indent (Shift+Tab),Réduire tiret (Maj + Tab)
DocType: Report,Ref DocType,Réf DocType
DocType: Event,Ref Name,Nom Réf
DocType: Event,Ref Type,Type de référence
DocType: Communication,Reference,Référence
DocType: Email Alert,Reference Date,Date de Référence
DocType: Async Task,Reference Doc,Référence Doc
DocType: Bulk Email,Reference DocName,Référence DocName
DocType: Async Task,Reference DocType,Référence DocType
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +13,Reference DocType and Reference Name are required,Référence DocType et Nom de référence sont nécessaires
DocType: Communication,Reference Name,Nom de référence
DocType: Communication,Reference Owner,
DocType: ToDo,Reference Type,Type de référence
apps/frappe/frappe/templates/emails/auto_reply.html +3,Reference: {0} {1},Référence: {0} {1}
apps/frappe/frappe/desk/page/activity/activity.js +46,Refresh,Rafraîchir
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +65,Refresh Form,Formulaire Actualiser
apps/frappe/frappe/public/js/frappe/list/list_sidebar.js +61,Refresh Stats,Rafraîchir Statistiques
apps/frappe/frappe/core/doctype/user/user.js +44,Refreshing...,Rafraîchissant ...
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +340,Region,Région
apps/frappe/frappe/desk/page/applications/applications.js +50,Regional Extensions,Extensions régionaux
apps/frappe/frappe/core/doctype/user/user.py +411,Registered but disabled.,Inscrit mais désactivé.
apps/frappe/frappe/core/doctype/user/user.py +430,Registration Details Emailed.,Modalités d&#39;inscription envoyé par courriel.
DocType: Communication,Rejected,Rejeté
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js +9,Relapsed,Rechuté
DocType: Error Snapshot,Relapses,Les rechutes
apps/frappe/frappe/public/js/frappe/ui/toolbar/offcanvas_left_sidebar.html +33,Reload,Recharger
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +23,Remove,
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +359,Remove Filter,Supprimer le filtre
apps/frappe/frappe/public/js/frappe/ui/editor.html +50,Remove Link,Supprimer le lien
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +370,Remove Section,Retirer Section
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +70,Remove all customizations?,Retirez toutes les personnalisations ?
apps/frappe/frappe/utils/file_manager.py +257,Removed {0},Suppression de {0}
apps/frappe/frappe/public/js/frappe/model/model.js +517,Rename,Renommer
apps/frappe/frappe/config/setup.py +109,Rename many items by uploading a .csv file.,Renommer de nombreux éléments en chargeant un fichier CVS.
apps/frappe/frappe/public/js/frappe/model/model.js +511,Rename {0},Renommer {0}
apps/frappe/frappe/core/doctype/communication/communication.js +24,Reopen,Rouvrir
DocType: Print Settings,Repeat Header and Footer in PDF,
DocType: Event,Repeat On,Répéter l&#39;opération sur
DocType: Event,Repeat Till,Répétez jusqu'au
DocType: Event,Repeat this Event,Répétez cette événement
DocType: Communication,Replied,Répondu
apps/frappe/frappe/public/js/frappe/form/footer/timeline_item.html +60,Reply,Répondre
DocType: DocPerm,Report,Rapport
DocType: Report,Report Builder,Report Builder
apps/frappe/frappe/core/doctype/report/report.js +5,Report Builder reports are managed directly by the report builder. Nothing to do.,Ses rapports sont gérés directement par le constructeur de rapport. Rien à faire.
DocType: DocField,Report Hide,Signaler Cacher
DocType: Report,Report Manager,Responsable des Rapports
DocType: Report,Report Name,Nom du rapport
DocType: Report,Report Type,Rapport Genre
apps/frappe/frappe/public/js/frappe/ui/toolbar/offcanvas_left_sidebar.html +31,Report an Issue,Signaler un problème
apps/frappe/frappe/core/doctype/doctype/doctype.py +519,Report cannot be set for Single types,Rapport ne peut pas être réglé pour les types simples
apps/frappe/frappe/config/setup.py +61,Report of all document shares,Rapport de toutes les actions de documents
apps/frappe/frappe/public/js/frappe/request.js +295,Report this issue,Signaler cette question
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +559,Report was not saved (there were errors),Rapport n&#39;a pas été sauvé (il y avait des erreurs)
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +226,Report {0},Rapport {0}
apps/frappe/frappe/desk/query_report.py +26,Report {0} is disabled,Rapport {0} est désactivé
DocType: User,Represents a User in the system.,Représente un utilisateur dans le système.
DocType: Workflow Document State,Represents the states allowed in one document and role assigned to change the state.,Représente les états permis en un seul document et le rôle assigné à changer l'état.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +201,Reqd,Reqd
apps/frappe/frappe/public/js/frappe/request.js +121,Request Timed Out,Request timed out
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +170,Reset Filters,Réinitialiser les filtres
apps/frappe/frappe/templates/pages/update-password.html +3,Reset Password,Réinitialiser mot de passe
DocType: User,Reset Password Key,Réinitialiser le mot clé
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +95,Reset Permissions for {0}?,Réinitialiser des autorisations pour {0} ?
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +69,Reset to defaults,Rétablir défaut
DocType: Standard Reply,Response,Réponse
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +494,Restore Original Permissions,Restaurer les autorisations originales
DocType: User,Restrict IP,Restreindre l'IP
DocType: User,Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Restreindre la connexion à partir de cette adresse IP uniquement. Plusieurs adresses IP peuvent être ajoutés en les séparant par des virgules. Les adresses IP partielles sont acceptées comme (111.111.111)
DocType: Async Task,Result,Résultat
DocType: Desktop Icon,Reverse Icon Color,
apps/frappe/frappe/model/db_schema.py +137,Reverting length to {0} for '{1}' in '{2}'; Setting the length as {3} will cause truncation of data.,Revenant longueur {0} pour &#39;{1}&#39; dans &#39;{2}&#39;; Réglage de la longueur que {3} provoque la troncature des données.
apps/frappe/frappe/public/js/frappe/form/control.js +1419,Rich Text,Rich Text
DocType: Top Bar Item,Right,Droit
DocType: DocPerm,Role,Rôle
DocType: Role,Role Name,Nom du Rôle
apps/frappe/frappe/core/doctype/user/user.js +328,Role Permissions,Permissions du Rôle
,Role Permissions Manager,Gestion autorisation des rôles
DocType: DocPerm,Role and Level,Rôle et le niveau
apps/frappe/frappe/core/doctype/userrole/userrole.py +14,Role exists,rôle existe
DocType: Page,Roles,Rôles
DocType: User,Roles Assigned,Les rôles assignés
DocType: User,Roles HTML,Rôles HTML
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +7,Roles can be set for users from their User page.,Les rôles peuvent être définis pour les utilisateurs à partir de leur page d' utilisateur .
apps/frappe/frappe/utils/nestedset.py +194,Root {0} cannot be deleted,Racine {0} ne peut pas être supprimé
apps/frappe/frappe/permissions.py +269,Row,Rangée
apps/frappe/frappe/model/base_document.py +454,Row #{0}:,Ligne # {0}:
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +131,Row {0}: Not allowed to enable Allow on Submit for standard fields,Row {0}: Non autorisé pour permettre Autoriser sur Soumettre pour champs standard
DocType: Workflow,Rules defining transition of state in the workflow.,Règles définissant la transition de l&#39;état dans le workflow.
DocType: Workflow,"Rules for how states are transitions, like next state and which role is allowed to change state etc.","Règles pour la manière dont les États sont des transitions, comme état suivant et dont le rôle est autorisé à changer d&#39;état, etc"
DocType: System Settings,Run scheduled jobs only if checked,Les tâches planifiées ne sont exécutées que si la case est cochée.
DocType: Async Task,Running,Courir
DocType: Async Task,Runtime,Runtime
DocType: Email Account,SMTP Server,Serveur SMTP
DocType: Email Account,SMTP Settings for outgoing emails,Paramètres SMTP pour les courriels sortants
DocType: Currency,Sales User,Intervenant/Chargé de Ventes
apps/frappe/frappe/core/doctype/file/file.py +134,Same file has already been attached to the record,Même fichier a déjà été jointe au dossier
DocType: Custom Script,Sample,Echantillon
DocType: Event,Saturday,Samedi
DocType: Email Alert,Save,Enregistrer
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +656,Saved,Enregistré
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +476,Saved!,Enregistré !
apps/frappe/frappe/public/js/frappe/form/save.js +11,Saving,En cours d'enregistrement
DocType: System Settings,Scheduler Last Event,Planificateur Dernier événement
DocType: Scheduler Log,Scheduler Log,Scheduler Connexion
DocType: Custom Script,Script,Scénario
DocType: Report,Script Report,Rapport de Script
DocType: Custom Script,Script Type,Type de script
apps/frappe/frappe/config/core.py +27,Script or Query reports,Script ou une requête rapports
DocType: Website Script,Script to attach to all web pages.,Script de joindre à toutes les pages Web.
apps/frappe/frappe/desk/page/applications/applications.js +59,Search,Rechercher
apps/frappe/frappe/core/page/desktop/all_applications_dialog.html +1,Search Application,Recherche d'application
DocType: DocType,Search Fields,Champs de recherche
apps/frappe/frappe/core/doctype/doctype/doctype.py +375,Search Fields should contain valid fieldnames,Champs de recherche doivent contenir les noms des champs valides
apps/frappe/frappe/desk/page/applications/applications.js +61,Search Results,Résultats de la recherche
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +95,Search in a document type,Rechercher dans un type de document
apps/frappe/frappe/public/js/frappe/ui/toolbar/offcanvas_left_sidebar.html +5,Search or type a command,Rechercher ou tapez une commande
DocType: DocField,Section Break,Saut de section
DocType: System Settings,Security,Sécurité
DocType: User,Security Settings,Paramètres de sécurité
DocType: Communication,Seen,Vu
DocType: DocField,Select,Sélectionner
apps/frappe/frappe/public/js/frappe/list/list_item_main_head.html +23,Select All,Sélectionner tout
apps/frappe/frappe/public/js/frappe/views/communication.js +82,Select Attachments,Sélectionnez Pièces jointes
apps/frappe/frappe/desk/page/applications/applications.js +44,Select Category...,Choisir une catégorie...
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_field.html +22,Select Columns,Sélectionner les colonnes
DocType: Web Form,Select DocType,Sélectionnez DocType
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +48,Select Document Type,Sélectionnez Type de document
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +140,Select Document Type or Role to start.,Sélectionnez Type de document ou le rôle de démarrer.
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +249,Select Document Types,Sélectionnez Types de documents
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +34,Select Document Types to set which User Permissions are used to limit access.,Sélectionner les types de document pour définir les autorisations utilisateur sont utilisés pour limiter l'accès.
apps/frappe/frappe/public/js/frappe/views/communication.js +79,Select Languages,
apps/frappe/frappe/public/js/frappe/views/communication.js +77,Select Print Format,Sélectionner Format d'impression
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +75,Select Print Format to Edit,Sélectionnez Format d'impression à Modifier
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +536,Select Report Name,Sélectionner Nom du rapport
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +54,Select Role,Sélectionner rôle
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +482,Select Table Columns for {0},Sélectionner les colonnes de la table pour {0}
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +891,Select To Download:,Selectionner pour télécharger:
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +7,Select Type,Sélectionnez le type de
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +5,Select Type of Document to Download,Sélectionner le type de document à télécharger
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +68,Select User,Sélectionner Utilisateur
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +222,Select User or DocType to start.,Sélectionnez l'utilisateur ou Doctype pour commencer.
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +248,Select Your Language,Sélectionnez votre langue
apps/frappe/frappe/website/doctype/website_settings/website_settings.js +72,Select a Banner Image first.,Choisissez une bannière image première.
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +102,Select a DocType to make a new format,Sélectionnez un DOCTYPE pour faire un nouveau format
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_start.html +2,Select an existing format to edit or start a new format.,Sélectionnez un format existant pour le modifier ou de démarrer un nouveau format.
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Sélectionnez une image d&#39;une largeur d&#39;environ 150px avec un fond transparent pour de meilleurs résultats.
apps/frappe/frappe/public/js/frappe/views/calendar.js +90,Select dates to create a new ,Sélectionnez les dates de créer une nouvelle
apps/frappe/frappe/public/js/frappe/form/control.js +795,Select from existing attachments,Choisissez parmi les pièces jointes existantes
